fill	x	y	group	clickSelects
#F1DFDC	48162	9.5	3063	48153-48171
#F1DFDC	48162.5	9	3063	48153-48171
#F1DFDC	48162	8.5	3063	48153-48171
#F5E9E7	48162	9.5	3064	48153-48172
#F5E9E7	48162.5	10	3064	48153-48172
#F5E9E7	48163	9.5	3064	48153-48172
#F5E9E7	48162.5	9	3064	48153-48172
#F3E4E2	48162.5	10	3065	48153-48173
#F3E4E2	48163	10.5	3065	48153-48173
#F3E4E2	48163.5	10	3065	48153-48173
#F3E4E2	48163	9.5	3065	48153-48173
#EDD6D3	48163	10.5	3066	48153-48174
#EDD6D3	48163.5	11	3066	48153-48174
#EDD6D3	48164	10.5	3066	48153-48174
#EDD6D3	48163.5	10	3066	48153-48174
#F4E6E4	48163.5	11	3067	48153-48175
#F4E6E4	48164	11.5	3067	48153-48175
#F4E6E4	48164.5	11	3067	48153-48175
#F4E6E4	48164	10.5	3067	48153-48175
#F7ECEA	48164	11.5	3068	48153-48176
#F7ECEA	48164.5	12	3068	48153-48176
#F7ECEA	48165	11.5	3068	48153-48176
#F7ECEA	48164.5	11	3068	48153-48176
#FDFAF9	48164.5	12	3069	48153-48177
#FDFAF9	48165	12.5	3069	48153-48177
#FDFAF9	48165.5	12	3069	48153-48177
#FDFAF9	48165	11.5	3069	48153-48177
#E9CECB	48165	12.5	3070	48153-48178
#E9CECB	48165.5	13	3070	48153-48178
#E9CECB	48166	12.5	3070	48153-48178
#E9CECB	48165.5	12	3070	48153-48178
#F4E5E3	48165.5	13	3071	48153-48179
#F4E5E3	48166	13.5	3071	48153-48179
#F4E5E3	48166.5	13	3071	48153-48179
#F4E5E3	48166	12.5	3071	48153-48179
#F0DEDB	48166	13.5	3072	48153-48180
#F0DEDB	48166.5	14	3072	48153-48180
#F0DEDB	48167	13.5	3072	48153-48180
#F0DEDB	48166.5	13	3072	48153-48180
#E7CAC6	48166.5	14	3073	48153-48181
#E7CAC6	48167	14.5	3073	48153-48181
#E7CAC6	48167.5	14	3073	48153-48181
#E7CAC6	48167	13.5	3073	48153-48181
#FAF4F3	48167	14.5	3074	48153-48182
#FAF4F3	48167.5	15	3074	48153-48182
#FAF4F3	48168	14.5	3074	48153-48182
#FAF4F3	48167.5	14	3074	48153-48182
#FEFDFD	48167.5	15	3075	48153-48183
#FEFDFD	48168	15.5	3075	48153-48183
#FEFDFD	48168.5	15	3075	48153-48183
#FEFDFD	48168	14.5	3075	48153-48183
#FBF6F5	48168	15.5	3076	48153-48184
#FBF6F5	48168.5	16	3076	48153-48184
#FBF6F5	48169	15.5	3076	48153-48184
#FBF6F5	48168.5	15	3076	48153-48184
#F6E9E8	48168.5	16	3077	48153-48185
#F6E9E8	48169	16.5	3077	48153-48185
#F6E9E8	48169.5	16	3077	48153-48185
#F6E9E8	48169	15.5	3077	48153-48185
#FEFCFB	48169	16.5	3078	48153-48186
#FEFCFB	48169.5	17	3078	48153-48186
#FEFCFB	48170	16.5	3078	48153-48186
#FEFCFB	48169.5	16	3078	48153-48186
#FEFDFC	48169.5	17	3079	48153-48187
#FEFDFC	48170	17.5	3079	48153-48187
#FEFDFC	48170.5	17	3079	48153-48187
#FEFDFC	48170	16.5	3079	48153-48187
#FEFCFC	48170	17.5	3080	48153-48188
#FEFCFC	48170.5	18	3080	48153-48188
#FEFCFC	48171	17.5	3080	48153-48188
#FEFCFC	48170.5	17	3080	48153-48188
#F8EEED	48170.5	18	3081	48153-48189
#F8EEED	48171	18.5	3081	48153-48189
#F8EEED	48171.5	18	3081	48153-48189
#F8EEED	48171	17.5	3081	48153-48189
#FEFCFC	48171	18.5	3082	48153-48190
#FEFCFC	48171.5	19	3082	48153-48190
#FEFCFC	48172	18.5	3082	48153-48190
#FEFCFC	48171.5	18	3082	48153-48190
#FEFDFD	48171.5	19	3083	48153-48191
#FEFDFD	48172	19.5	3083	48153-48191
#FEFDFD	48172.5	19	3083	48153-48191
#FEFDFD	48172	18.5	3083	48153-48191
#FEFDFD	48172	19.5	3084	48153-48192
#FEFDFD	48172.5	20	3084	48153-48192
#FEFDFD	48173	19.5	3084	48153-48192
#FEFDFD	48172.5	19	3084	48153-48192
#F8EFED	48172.5	20	3085	48153-48193
#F8EFED	48173	20.5	3085	48153-48193
#F8EFED	48173.5	20	3085	48153-48193
#F8EFED	48173	19.5	3085	48153-48193
#FDFBFA	48173	20.5	3086	48153-48194
#FDFBFA	48173.5	21	3086	48153-48194
#FDFBFA	48174	20.5	3086	48153-48194
#FDFBFA	48173.5	20	3086	48153-48194
#FEFCFC	48173.5	21	3087	48153-48195
#FEFCFC	48174	21.5	3087	48153-48195
#FEFCFC	48174.5	21	3087	48153-48195
#FEFCFC	48174	20.5	3087	48153-48195
#FBF5F4	48174	21.5	3088	48153-48196
#FBF5F4	48174.5	22	3088	48153-48196
#FBF5F4	48175	21.5	3088	48153-48196
#FBF5F4	48174.5	21	3088	48153-48196
#FFFEFF	48174.5	22	3089	48153-48197
#FFFEFF	48175	22.5	3089	48153-48197
#FFFEFF	48175.5	22	3089	48153-48197
#FFFEFF	48175	21.5	3089	48153-48197
#FEFCFC	48175	22.5	3090	48153-48198
#FEFCFC	48175.5	23	3090	48153-48198
#FEFCFC	48176	22.5	3090	48153-48198
#FEFCFC	48175.5	22	3090	48153-48198
#FCF7F7	48175.5	23	3091	48153-48199
#FCF7F7	48176	23.5	3091	48153-48199
#FCF7F7	48176.5	23	3091	48153-48199
#FCF7F7	48176	22.5	3091	48153-48199
#AF6860	48153.5	0	3092	48154-48154
#AF6860	48154	0.5	3092	48154-48154
#AF6860	48154.5	0	3092	48154-48154
#AF6860	48154	-0.5	3092	48154-48154
#D9AFAA	48154	0.5	3093	48154-48155
#D9AFAA	48154.5	1	3093	48154-48155
#D9AFAA	48155	0.5	3093	48154-48155
#D9AFAA	48154.5	0	3093	48154-48155
#F9F2F1	48154.5	1	3094	48154-48156
#F9F2F1	48155	1.5	3094	48154-48156
#F9F2F1	48155.5	1	3094	48154-48156
#F9F2F1	48155	0.5	3094	48154-48156
#EFDBD9	48155	1.5	3095	48154-48157
#EFDBD9	48155.5	2	3095	48154-48157
#EFDBD9	48156	1.5	3095	48154-48157
#EFDBD9	48155.5	1	3095	48154-48157
#CE9B94	48155.5	2	3096	48154-48158
#CE9B94	48156	2.5	3096	48154-48158
#CE9B94	48156.5	2	3096	48154-48158
#CE9B94	48156	1.5	3096	48154-48158
#B7756D	48156	2.5	3097	48154-48159
#B7756D	48156.5	3	3097	48154-48159
#B7756D	48157	2.5	3097	48154-48159
#B7756D	48156.5	2	3097	48154-48159
#C78F89	48156.5	3	3098	48154-48160
#C78F89	48157	3.5	3098	48154-48160
#C78F89	48157.5	3	3098	48154-48160
#C78F89	48157	2.5	3098	48154-48160
#DFBBB6	48157	3.5	3099	48154-48161
#DFBBB6	48157.5	4	3099	48154-48161
#DFBBB6	48158	3.5	3099	48154-48161
#DFBBB6	48157.5	3	3099	48154-48161
#CF9C96	48157.5	4	3100	48154-48162
#CF9C96	48158	4.5	3100	48154-48162
#CF9C96	48158.5	4	3100	48154-48162
#CF9C96	48158	3.5	3100	48154-48162
#E7CBC8	48158	4.5	3101	48154-48163
#E7CBC8	48158.5	5	3101	48154-48163
#E7CBC8	48159	4.5	3101	48154-48163
#E7CBC8	48158.5	4	3101	48154-48163
#DAB0AB	48158.5	5	3102	48154-48164
#DAB0AB	48159	5.5	3102	48154-48164
#DAB0AB	48159.5	5	3102	48154-48164
#DAB0AB	48159	4.5	3102	48154-48164
#E7CBC7	48159	5.5	3103	48154-48165
#E7CBC7	48159.5	6	3103	48154-48165
#E7CBC7	48160	5.5	3103	48154-48165
#E7CBC7	48159.5	5	3103	48154-48165
#F8F0EF	48159.5	6	3104	48154-48166
#F8F0EF	48160	6.5	3104	48154-48166
#F8F0EF	48160.5	6	3104	48154-48166
#F8F0EF	48160	5.5	3104	48154-48166
#F4E6E4	48160	6.5	3105	48154-48167
#F4E6E4	48160.5	7	3105	48154-48167
#F4E6E4	48161	6.5	3105	48154-48167
#F4E6E4	48160.5	6	3105	48154-48167
#F7EDEC	48160.5	7	3106	48154-48168
#F7EDEC	48161	7.5	3106	48154-48168
#F7EDEC	48161.5	7	3106	48154-48168
#F7EDEC	48161	6.5	3106	48154-48168
#F1E0DD	48161	7.5	3107	48154-48169
#F1E0DD	48161.5	8	3107	48154-48169
#F1E0DD	48162	7.5	3107	48154-48169
#F1E0DD	48161.5	7	3107	48154-48169
#FBF5F4	48161.5	8	3108	48154-48170
#FBF5F4	48162	8.5	3108	48154-48170
#FBF5F4	48162.5	8	3108	48154-48170
#FBF5F4	48162	7.5	3108	48154-48170
#EEDAD7	48162	8.5	3109	48154-48171
#EEDAD7	48162.5	9	3109	48154-48171
#EEDAD7	48163	8.5	3109	48154-48171
#EEDAD7	48162.5	8	3109	48154-48171
#E3C3BE	48162.5	9	3110	48154-48172
#E3C3BE	48163	9.5	3110	48154-48172
#E3C3BE	48163.5	9	3110	48154-48172
#E3C3BE	48163	8.5	3110	48154-48172
#ECD5D2	48163	9.5	3111	48154-48173
#ECD5D2	48163.5	10	3111	48154-48173
#ECD5D2	48164	9.5	3111	48154-48173
#ECD5D2	48163.5	9	3111	48154-48173
#F0DCDA	48163.5	10	3112	48154-48174
#F0DCDA	48164	10.5	3112	48154-48174
#F0DCDA	48164.5	10	3112	48154-48174
#F0DCDA	48164	9.5	3112	48154-48174
#F1E0DE	48164	10.5	3113	48154-48175
#F1E0DE	48164.5	11	3113	48154-48175
#F1E0DE	48165	10.5	3113	48154-48175
#F1E0DE	48164.5	10	3113	48154-48175
#FCF8F7	48164.5	11	3114	48154-48176
#FCF8F7	48165	11.5	3114	48154-48176
#FCF8F7	48165.5	11	3114	48154-48176
#FCF8F7	48165	10.5	3114	48154-48176
#F2E1DE	48165	11.5	3115	48154-48177
#F2E1DE	48165.5	12	3115	48154-48177
#F2E1DE	48166	11.5	3115	48154-48177
#F2E1DE	48165.5	11	3115	48154-48177
#F6EAE9	48165.5	12	3116	48154-48178
#F6EAE9	48166	12.5	3116	48154-48178
#F6EAE9	48166.5	12	3116	48154-48178
#F6EAE9	48166	11.5	3116	48154-48178
#ECD4D1	48166	12.5	3117	48154-48179
#ECD4D1	48166.5	13	3117	48154-48179
#ECD4D1	48167	12.5	3117	48154-48179
#ECD4D1	48166.5	12	3117	48154-48179
#F3E3E1	48166.5	13	3118	48154-48180
#F3E3E1	48167	13.5	3118	48154-48180
#F3E3E1	48167.5	13	3118	48154-48180
#F3E3E1	48167	12.5	3118	48154-48180
#F3E4E2	48167	13.5	3119	48154-48181
#F3E4E2	48167.5	14	3119	48154-48181
#F3E4E2	48168	13.5	3119	48154-48181
#F3E4E2	48167.5	13	3119	48154-48181
#F3E5E3	48167.5	14	3120	48154-48182
#F3E5E3	48168	14.5	3120	48154-48182
#F3E5E3	48168.5	14	3120	48154-48182
#F3E5E3	48168	13.5	3120	48154-48182
#FDFBFA	48168	14.5	3121	48154-48183
#FDFBFA	48168.5	15	3121	48154-48183
#FDFBFA	48169	14.5	3121	48154-48183
#FDFBFA	48168.5	14	3121	48154-48183
#FCF7F7	48168.5	15	3122	48154-48184
#FCF7F7	48169	15.5	3122	48154-48184
#FCF7F7	48169.5	15	3122	48154-48184
#FCF7F7	48169	14.5	3122	48154-48184
#FDFBFB	48169	15.5	3123	48154-48185
#FDFBFB	48169.5	16	3123	48154-48185
#FDFBFB	48170	15.5	3123	48154-48185
#FDFBFB	48169.5	15	3123	48154-48185
#F7EDEC	48169.5	16	3124	48154-48186
#F7EDEC	48170	16.5	3124	48154-48186
#F7EDEC	48170.5	16	3124	48154-48186
#F7EDEC	48170	15.5	3124	48154-48186
#FDF9F9	48170	16.5	3125	48154-48187
#FDF9F9	48170.5	17	3125	48154-48187
#FDF9F9	48171	16.5	3125	48154-48187
#FDF9F9	48170.5	16	3125	48154-48187
#FCF7F7	48170.5	17	3126	48154-48188
#FCF7F7	48171	17.5	3126	48154-48188
#FCF7F7	48171.5	17	3126	48154-48188
#FCF7F7	48171	16.5	3126	48154-48188
#FDFDFE	48171	17.5	3127	48154-48189
#FDFDFE	48171.5	18	3127	48154-48189
#FDFDFE	48172	17.5	3127	48154-48189
#FDFDFE	48171.5	17	3127	48154-48189
#FCF9F8	48171.5	18	3128	48154-48190
#FCF9F8	48172	18.5	3128	48154-48190
#FCF9F8	48172.5	18	3128	48154-48190
#FCF9F8	48172	17.5	3128	48154-48190
#FDFBFA	48172	18.5	3129	48154-48191
#FDFBFA	48172.5	19	3129	48154-48191
#FDFBFA	48173	18.5	3129	48154-48191
#FDFBFA	48172.5	18	3129	48154-48191
#FAF4F3	48172.5	19	3130	48154-48192
#FAF4F3	48173	19.5	3130	48154-48192
#FAF4F3	48173.5	19	3130	48154-48192
#FAF4F3	48173	18.5	3130	48154-48192
#F9F1F0	48173	19.5	3131	48154-48193
#F9F1F0	48173.5	20	3131	48154-48193
#F9F1F0	48174	19.5	3131	48154-48193
#F9F1F0	48173.5	19	3131	48154-48193
#FAF4F3	48173.5	20	3132	48154-48194
#FAF4F3	48174	20.5	3132	48154-48194
#FAF4F3	48174.5	20	3132	48154-48194
#FAF4F3	48174	19.5	3132	48154-48194
#FEFEFE	48174	20.5	3133	48154-48195
#FEFEFE	48174.5	21	3133	48154-48195
#FEFEFE	48175	20.5	3133	48154-48195
#FEFEFE	48174.5	20	3133	48154-48195
#FEFCFC	48174.5	21	3134	48154-48196
#FEFCFC	48175	21.5	3134	48154-48196
#FEFCFC	48175.5	21	3134	48154-48196
#FEFCFC	48175	20.5	3134	48154-48196
#FCF8F7	48175	21.5	3135	48154-48197
#FCF8F7	48175.5	22	3135	48154-48197
#FCF8F7	48176	21.5	3135	48154-48197
#FCF8F7	48175.5	21	3135	48154-48197
#FBF7F6	48175.5	22	3136	48154-48198
#FBF7F6	48176	22.5	3136	48154-48198
#FBF7F6	48176.5	22	3136	48154-48198
#FBF7F6	48176	21.5	3136	48154-48198
#FAF4F3	48176	22.5	3137	48154-48199
#FAF4F3	48176.5	23	3137	48154-48199
#FAF4F3	48177	22.5	3137	48154-48199
#FAF4F3	48176.5	22	3137	48154-48199
#BC7D76	48154.5	0	3138	48155-48155
#BC7D76	48155	0.5	3138	48155-48155
#BC7D76	48155.5	0	3138	48155-48155
#BC7D76	48155	-0.5	3138	48155-48155
#DEB8B3	48155	0.5	3139	48155-48156
#DEB8B3	48155.5	1	3139	48155-48156
#DEB8B3	48156	0.5	3139	48155-48156
#DEB8B3	48155.5	0	3139	48155-48156
#B5716A	48155.5	1	3140	48155-48157
#B5716A	48156	1.5	3140	48155-48157
#B5716A	48156.5	1	3140	48155-48157
#B5716A	48156	0.5	3140	48155-48157
#A3554E	48156	1.5	3141	48155-48158
#A3554E	48156.5	2	3141	48155-48158
#A3554E	48157	1.5	3141	48155-48158
#A3554E	48156.5	1	3141	48155-48158
#8D3330	48156.5	2	3142	48155-48159
#8D3330	48157	2.5	3142	48155-48159
#8D3330	48157.5	2	3142	48155-48159
#8D3330	48157	1.5	3142	48155-48159
#98453F	48157	2.5	3143	48155-48160
#98453F	48157.5	3	3143	48155-48160
#98453F	48158	2.5	3143	48155-48160
#98453F	48157.5	2	3143	48155-48160
#BB7B74	48157.5	3	3144	48155-48161
#BB7B74	48158	3.5	3144	48155-48161
#BB7B74	48158.5	3	3144	48155-48161
#BB7B74	48158	2.5	3144	48155-48161
#BB7B74	48158	3.5	3145	48155-48162
#BB7B74	48158.5	4	3145	48155-48162
#BB7B74	48159	3.5	3145	48155-48162
#BB7B74	48158.5	3	3145	48155-48162
#CF9C96	48158.5	4	3146	48155-48163
#CF9C96	48159	4.5	3146	48155-48163
#CF9C96	48159.5	4	3146	48155-48163
#CF9C96	48159	3.5	3146	48155-48163
#DAB2AD	48159	4.5	3147	48155-48164
#DAB2AD	48159.5	5	3147	48155-48164
#DAB2AD	48160	4.5	3147	48155-48164
#DAB2AD	48159.5	4	3147	48155-48164
#E5C7C3	48159.5	5	3148	48155-48165
#E5C7C3	48160	5.5	3148	48155-48165
#E5C7C3	48160.5	5	3148	48155-48165
#E5C7C3	48160	4.5	3148	48155-48165
#F6EAE8	48160	5.5	3149	48155-48166
#F6EAE8	48160.5	6	3149	48155-48166
#F6EAE8	48161	5.5	3149	48155-48166
#F6EAE8	48160.5	5	3149	48155-48166
#E6C9C5	48160.5	6	3150	48155-48167
#E6C9C5	48161	6.5	3150	48155-48167
#E6C9C5	48161.5	6	3150	48155-48167
#E6C9C5	48161	5.5	3150	48155-48167
#F1E0DD	48161	6.5	3151	48155-48168
#F1E0DD	48161.5	7	3151	48155-48168
#F1E0DD	48162	6.5	3151	48155-48168
#F1E0DD	48161.5	6	3151	48155-48168
#E5C6C2	48161.5	7	3152	48155-48169
#E5C6C2	48162	7.5	3152	48155-48169
#E5C6C2	48162.5	7	3152	48155-48169
#E5C6C2	48162	6.5	3152	48155-48169
#E7CAC7	48162	7.5	3153	48155-48170
#E7CAC7	48162.5	8	3153	48155-48170
#E7CAC7	48163	7.5	3153	48155-48170
#E7CAC7	48162.5	7	3153	48155-48170
#DFBBB6	48162.5	8	3154	48155-48171
#DFBBB6	48163	8.5	3154	48155-48171
#DFBBB6	48163.5	8	3154	48155-48171
#DFBBB6	48163	7.5	3154	48155-48171
#DBB2AD	48163	8.5	3155	48155-48172
#DBB2AD	48163.5	9	3155	48155-48172
#DBB2AD	48164	8.5	3155	48155-48172
#DBB2AD	48163.5	8	3155	48155-48172
#D8ADA8	48163.5	9	3156	48155-48173
#D8ADA8	48164	9.5	3156	48155-48173
#D8ADA8	48164.5	9	3156	48155-48173
#D8ADA8	48164	8.5	3156	48155-48173
#E3C3BE	48164	9.5	3157	48155-48174
#E3C3BE	48164.5	10	3157	48155-48174
#E3C3BE	48165	9.5	3157	48155-48174
#E3C3BE	48164.5	9	3157	48155-48174
#F1E0DE	48164.5	10	3158	48155-48175
#F1E0DE	48165	10.5	3158	48155-48175
#F1E0DE	48165.5	10	3158	48155-48175
#F1E0DE	48165	9.5	3158	48155-48175
#EED9D7	48165	10.5	3159	48155-48176
#EED9D7	48165.5	11	3159	48155-48176
#EED9D7	48166	10.5	3159	48155-48176
#EED9D7	48165.5	10	3159	48155-48176
#ECD4D1	48165.5	11	3160	48155-48177
#ECD4D1	48166	11.5	3160	48155-48177
#ECD4D1	48166.5	11	3160	48155-48177
#ECD4D1	48166	10.5	3160	48155-48177
#E6C9C6	48166	11.5	3161	48155-48178
#E6C9C6	48166.5	12	3161	48155-48178
#E6C9C6	48167	11.5	3161	48155-48178
#E6C9C6	48166.5	11	3161	48155-48178
#EFDBD8	48166.5	12	3162	48155-48179
#EFDBD8	48167	12.5	3162	48155-48179
#EFDBD8	48167.5	12	3162	48155-48179
#EFDBD8	48167	11.5	3162	48155-48179
#E0BDB8	48167	12.5	3163	48155-48180
#E0BDB8	48167.5	13	3163	48155-48180
#E0BDB8	48168	12.5	3163	48155-48180
#E0BDB8	48167.5	12	3163	48155-48180
#F2E2E0	48167.5	13	3164	48155-48181
#F2E2E0	48168	13.5	3164	48155-48181
#F2E2E0	48168.5	13	3164	48155-48181
#F2E2E0	48168	12.5	3164	48155-48181
#F3E4E2	48168	13.5	3165	48155-48182
#F3E4E2	48168.5	14	3165	48155-48182
#F3E4E2	48169	13.5	3165	48155-48182
#F3E4E2	48168.5	13	3165	48155-48182
#F6EBE9	48168.5	14	3166	48155-48183
#F6EBE9	48169	14.5	3166	48155-48183
#F6EBE9	48169.5	14	3166	48155-48183
#F6EBE9	48169	13.5	3166	48155-48183
#F3E4E2	48169	14.5	3167	48155-48184
#F3E4E2	48169.5	15	3167	48155-48184
#F3E4E2	48170	14.5	3167	48155-48184
#F3E4E2	48169.5	14	3167	48155-48184
#FBF5F4	48169.5	15	3168	48155-48185
#FBF5F4	48170	15.5	3168	48155-48185
#FBF5F4	48170.5	15	3168	48155-48185
#FBF5F4	48170	14.5	3168	48155-48185
#F8EFEE	48170	15.5	3169	48155-48186
#F8EFEE	48170.5	16	3169	48155-48186
#F8EFEE	48171	15.5	3169	48155-48186
#F8EFEE	48170.5	15	3169	48155-48186
#FCF7F6	48170.5	16	3170	48155-48187
#FCF7F6	48171	16.5	3170	48155-48187
#FCF7F6	48171.5	16	3170	48155-48187
#FCF7F6	48171	15.5	3170	48155-48187
#FBF6F6	48171	16.5	3171	48155-48188
#FBF6F6	48171.5	17	3171	48155-48188
#FBF6F6	48172	16.5	3171	48155-48188
#FBF6F6	48171.5	16	3171	48155-48188
#FDFAFA	48171.5	17	3172	48155-48189
#FDFAFA	48172	17.5	3172	48155-48189
#FDFAFA	48172.5	17	3172	48155-48189
#FDFAFA	48172	16.5	3172	48155-48189
#F7ECEA	48172	17.5	3173	48155-48190
#F7ECEA	48172.5	18	3173	48155-48190
#F7ECEA	48173	17.5	3173	48155-48190
#F7ECEA	48172.5	17	3173	48155-48190
#FDF9F9	48172.5	18	3174	48155-48191
#FDF9F9	48173	18.5	3174	48155-48191
#FDF9F9	48173.5	18	3174	48155-48191
#FDF9F9	48173	17.5	3174	48155-48191
#FBF5F4	48173	18.5	3175	48155-48192
#FBF5F4	48173.5	19	3175	48155-48192
#FBF5F4	48174	18.5	3175	48155-48192
#FBF5F4	48173.5	18	3175	48155-48192
#F6EBE9	48173.5	19	3176	48155-48193
#F6EBE9	48174	19.5	3176	48155-48193
#F6EBE9	48174.5	19	3176	48155-48193
#F6EBE9	48174	18.5	3176	48155-48193
#F9F2F1	48174	19.5	3177	48155-48194
#F9F2F1	48174.5	20	3177	48155-48194
#F9F2F1	48175	19.5	3177	48155-48194
#F9F2F1	48174.5	19	3177	48155-48194
#F8EFEE	48174.5	20	3178	48155-48195
#F8EFEE	48175	20.5	3178	48155-48195
#F8EFEE	48175.5	20	3178	48155-48195
#F8EFEE	48175	19.5	3178	48155-48195
#FFFEFE	48175	20.5	3179	48155-48196
#FFFEFE	48175.5	21	3179	48155-48196
#FFFEFE	48176	20.5	3179	48155-48196
#FFFEFE	48175.5	20	3179	48155-48196
#FCF8F8	48175.5	21	3180	48155-48197
#FCF8F8	48176	21.5	3180	48155-48197
#FCF8F8	48176.5	21	3180	48155-48197
#FCF8F8	48176	20.5	3180	48155-48197
#F8F0EE	48176	21.5	3181	48155-48198
#F8F0EE	48176.5	22	3181	48155-48198
#F8F0EE	48177	21.5	3181	48155-48198
#F8F0EE	48176.5	21	3181	48155-48198
#FCF7F6	48176.5	22	3182	48155-48199
#FCF7F6	48177	22.5	3182	48155-48199
#FCF7F6	48177.5	22	3182	48155-48199
#FCF7F6	48177	21.5	3182	48155-48199
#B46F68	48155.5	0	3183	48156-48156
#B46F68	48156	0.5	3183	48156-48156
#B46F68	48156.5	0	3183	48156-48156
#B46F68	48156	-0.5	3183	48156-48156
#C68E87	48156	0.5	3184	48156-48157
#C68E87	48156.5	1	3184	48156-48157
#C68E87	48157	0.5	3184	48156-48157
#C68E87	48156.5	0	3184	48156-48157
#B26D65	48156.5	1	3185	48156-48158
#B26D65	48157	1.5	3185	48156-48158
#B26D65	48157.5	1	3185	48156-48158
#B26D65	48157	0.5	3185	48156-48158
#95403B	48157	1.5	3186	48156-48159
#95403B	48157.5	2	3186	48156-48159
#95403B	48158	1.5	3186	48156-48159
#95403B	48157.5	1	3186	48156-48159
#A95D56	48157.5	2	3187	48156-48160
#A95D56	48158	2.5	3187	48156-48160
#A95D56	48158.5	2	3187	48156-48160
#A95D56	48158	1.5	3187	48156-48160
#C28780	48158	2.5	3188	48156-48161
#C28780	48158.5	3	3188	48156-48161
#C28780	48159	2.5	3188	48156-48161
#C28780	48158.5	2	3188	48156-48161
#C78F89	48158.5	3	3189	48156-48162
#C78F89	48159	3.5	3189	48156-48162
#C78F89	48159.5	3	3189	48156-48162
#C78F89	48159	2.5	3189	48156-48162
#CD9A94	48159	3.5	3190	48156-48163
#CD9A94	48159.5	4	3190	48156-48163
#CD9A94	48160	3.5	3190	48156-48163
#CD9A94	48159.5	3	3190	48156-48163
#DCB4AF	48159.5	4	3191	48156-48164
#DCB4AF	48160	4.5	3191	48156-48164
#DCB4AF	48160.5	4	3191	48156-48164
#DCB4AF	48160	3.5	3191	48156-48164
#E8CECA	48160	4.5	3192	48156-48165
#E8CECA	48160.5	5	3192	48156-48165
#E8CECA	48161	4.5	3192	48156-48165
#E8CECA	48160.5	4	3192	48156-48165
#EED9D6	48160.5	5	3193	48156-48166
#EED9D6	48161	5.5	3193	48156-48166
#EED9D6	48161.5	5	3193	48156-48166
#EED9D6	48161	4.5	3193	48156-48166
#F7EDEC	48161	5.5	3194	48156-48167
#F7EDEC	48161.5	6	3194	48156-48167
#F7EDEC	48162	5.5	3194	48156-48167
#F7EDEC	48161.5	5	3194	48156-48167
#F3E5E3	48161.5	6	3195	48156-48168
#F3E5E3	48162	6.5	3195	48156-48168
#F3E5E3	48162.5	6	3195	48156-48168
#F3E5E3	48162	5.5	3195	48156-48168
#DFBBB7	48162	6.5	3196	48156-48169
#DFBBB7	48162.5	7	3196	48156-48169
#DFBBB7	48163	6.5	3196	48156-48169
#DFBBB7	48162.5	6	3196	48156-48169
#F4E6E4	48162.5	7	3197	48156-48170
#F4E6E4	48163	7.5	3197	48156-48170
#F4E6E4	48163.5	7	3197	48156-48170
#F4E6E4	48163	6.5	3197	48156-48170
#ECD5D2	48163	7.5	3198	48156-48171
#ECD5D2	48163.5	8	3198	48156-48171
#ECD5D2	48164	7.5	3198	48156-48171
#ECD5D2	48163.5	7	3198	48156-48171
#E5C6C2	48163.5	8	3199	48156-48172
#E5C6C2	48164	8.5	3199	48156-48172
#E5C6C2	48164.5	8	3199	48156-48172
#E5C6C2	48164	7.5	3199	48156-48172
#E3C2BE	48164	8.5	3200	48156-48173
#E3C2BE	48164.5	9	3200	48156-48173
#E3C2BE	48165	8.5	3200	48156-48173
#E3C2BE	48164.5	8	3200	48156-48173
#E6C8C4	48164.5	9	3201	48156-48174
#E6C8C4	48165	9.5	3201	48156-48174
#E6C8C4	48165.5	9	3201	48156-48174
#E6C8C4	48165	8.5	3201	48156-48174
#EAD0CD	48165	9.5	3202	48156-48175
#EAD0CD	48165.5	10	3202	48156-48175
#EAD0CD	48166	9.5	3202	48156-48175
#EAD0CD	48165.5	9	3202	48156-48175
#EAD0CD	48165.5	10	3203	48156-48176
#EAD0CD	48166	10.5	3203	48156-48176
#EAD0CD	48166.5	10	3203	48156-48176
#EAD0CD	48166	9.5	3203	48156-48176
#F2E1DF	48166	10.5	3204	48156-48177
#F2E1DF	48166.5	11	3204	48156-48177
#F2E1DF	48167	10.5	3204	48156-48177
#F2E1DF	48166.5	10	3204	48156-48177
#F4E7E5	48166.5	11	3205	48156-48178
#F4E7E5	48167	11.5	3205	48156-48178
#F4E7E5	48167.5	11	3205	48156-48178
#F4E7E5	48167	10.5	3205	48156-48178
#E9CFCC	48167	11.5	3206	48156-48179
#E9CFCC	48167.5	12	3206	48156-48179
#E9CFCC	48168	11.5	3206	48156-48179
#E9CFCC	48167.5	11	3206	48156-48179
#F7ECEA	48167.5	12	3207	48156-48180
#F7ECEA	48168	12.5	3207	48156-48180
#F7ECEA	48168.5	12	3207	48156-48180
#F7ECEA	48168	11.5	3207	48156-48180
#F1DFDD	48168	12.5	3208	48156-48181
#F1DFDD	48168.5	13	3208	48156-48181
#F1DFDD	48169	12.5	3208	48156-48181
#F1DFDD	48168.5	12	3208	48156-48181
#F9F1F0	48168.5	13	3209	48156-48182
#F9F1F0	48169	13.5	3209	48156-48182
#F9F1F0	48169.5	13	3209	48156-48182
#F9F1F0	48169	12.5	3209	48156-48182
#F6EBE9	48169	13.5	3210	48156-48183
#F6EBE9	48169.5	14	3210	48156-48183
